1645,7098,3868,,
6509 7656 4218,,,,
2852,2529,617,,
7944,2916,7160,,
1064,8128,9740,,
3019,6676,9152,,
9810 7491 9197,,,,
196,5358,685,,
2833,9549,4778,,
3164,2683,6358,,
1906,9663,252,,
3287 9055 9534,,,,
6216 9467 7799,,,,
679,6796,6622,,
9946 0703 4091,,,,
6231 2411 0496,,,,
9911 3415 9276,,,,
6213,6779,1351,,
7001 4393 1417,,,,
7844,4319,3967,,
1008,3620,1713,,
4509 0311 0579,,,,
5194,1809,9907,,
2845,2676,7563,,
3598,1948,7636,,
9527,6125,8140,,
8672 6381 0643,,,,
6645 4467 2150,,,,
1002 2464 6074,,,,
1410 1910 9381,,,,
8698,6969,4781,,
0646 1609 6259,,,,
5252,5211,6115,,
7870,2235,4580,,
353,5074,3746,,
3207,6834,5704,,
6274,1190,1526,,
4829,7426,2986,,
3652 0458 3658,,,,
7635,3106,9179,,
6801,6650,571,,
4500,8749,2553,,
6784,1959,8640,,
315,8496,8153,,
2480 9685 9947,,,,
3798,2024,9212,,
4078,4308,2426,,
423,4774,7821,,
4106,5951,9682,,
2899,4510,440,,
3886,2046,1802,,
8911,510,1345,,
2092,2101,2840,,
3927,441,8321,,
7352,780,5320,,
7437 6608 5253,,,,
3608,3211,5374,,
4997,2836,2699,,
1717,41,3619,,
9681 6664 4949,,,,
4074,5550,1936,,
7307,554,5098,,
1229,4676,224,,
1518 4904 2191,,,,
3357,1967,6412,,
2637,4380,1126,,
1744,6204,821,,
7000,4923,2281,,
145,3159,7962,,
7601,1457,904,,
2288,8494,5038,,
4764 0526 5459,,,,
6569 2042 6873,,,,
3235,6563,5671,,
4188,5207,5566,,
2917 4017 7607,,,,
8801 9244 0414,,,,
9831 7621 1784,,,,
230,3421,6239,,
9356 8545 6148,,,,
6118 2915 6916,,,,
5221 8621 8171,,,,
7512 2937 6429,,,,
2004 5018 6446,,,,
2261 2048 0323,,,,
1448,6112,8858,,
300,2666,8687,,
1283,9865,164,,
339,7726,8488,,
9867,3388,1949,,
1113,9253,1738,,
5485,5666,1103,,
9808 7896 0353,,,,
1654,2970,296,,
8993 8601 7610,,,,
9306,8263,8301,,
8581,3634,2715,,
5688 7672 5958,,,,
498,2141,513,,
3299,1280,8368,,
6381,6992,601,,
1420,6619,766,,
3638,5902,7,,
2898 8441 5367,,,,
7075,8877,8369,,
907,1561,8317,,
6460,3947,1492,,
8108,5262,4267,,
8954,8873,1348,,
2021,6043,5292,,
6441 7954 9238,,,,
3603,1865,1891,,
9031 9104 3987,,,,
8621,7437,6929,,
9945,4700,9989,,
9004,7100,5625,,
3301 3505 7353,,,,
6810 2321 5597,,,,
2655,1593,2250,,
0048 6436 1046,,,,
1294,1944,677,,
4804,8727,516,,
1479,8117,3524,,
6708,6499,872,,
9880 2808 8035,,,,
7607 5400 1462,,,,
1027,7280,4863,,
8704 0065 7496,,,,
2073,8177,4825,,
2243,21,5690,,
1538 3400 7862,,,,
1739,16,4947,,
203,8404,1460,,
9695 7724 2167,,,,
3913 6060 3299,,,,
8141,2916,9371,,
7766,2164,4348,,
3336,5738,9301,,
163,9308,1210,,
1773,6507,3613,,
2678,100,5964,,
4351,1317,7214,,
6861,3088,9820,,
927,4474,1556,,
8732,7921,8756,,
8310,1953,1464,,
4327,1996,3088,,
3589,6078,6367,,
6459,5866,9116,,
6733,3454,7686,,
4432,7562,8716,,
4795,9751,1301,,
5012 2146 3599,,,,
4967,4317,5106,,
3960,323,5795,,
9546,7341,9726,,
760,5068,1616,,
1335,5755,1738,,
1411,9080,3572,,
8431,1591,6592,,
149,9056,5274,,
1981,8112,386,,
1915 2875 6492,,,,
7185 9428 2237,,,,
2646 5707 7460,,,,
7995,7,7707,,
151,8121,7378,,
5850,534,3718,,
0972 7252 8128,,,,
2115 0696 2021,,,,
6338,2330,8606,,
5864,8951,9423,,
1063,8961,7404,,
4192 8776 1290,,,,
3530 1292 8570,,,,
3508,8611,8983,,
1837,8615,4956,,
9986,3712,2121,,
1034,6932,8792,,
5165 1476 5695,,,,
8478,3797,7336,,
9273,1438,1169,,
2120,2469,6319,,
8678,1844,745,,
7288,8952,2436,,
3044,1706,1432,,
1051,3274,4962,,
3342,5037,4011,,
1986,2240,1439,,
1802,4205,7739,,
110,8761,2250,,
5920,2874,3928,,
